permno,io_persist,me_mean,log_me_mean,iv_mean,mom_mean,ret_mean,tercile,siccd,nm,state,me_mean_M,sic_div,me_q
11402,0.10601128817870704,76.92447492195122,4.12669752625325,0.795543655078766,0.7248424902912639,0.05954503097560975,1,5091,41,US-FL,0.07692447492195122,WholesaleTrade,Q2
11403,0.6904401623809255,16495.972886480333,9.074632991662611,-0.6592170615999176,0.39522923472607413,0.02709907222222222,3,7372,180,US-CA,16.495972886480335,Services,Q5 mega
11404,0.3911511961237494,21817.187299944446,9.941276769354422,-0.8766455628343499,0.15384864526817682,0.009330677777777777,2,4931,180,US-NY,21.817187299944447,Transp/Util,Q5 mega
11406,0.8641068407220915,814.9621406896551,6.679760483423383,-0.6192062208328623,0.4029877068196848,0.016702724137931033,3,6351,29,US-IL,0.8149621406896551,FIRE,Q4
11426,0.11084077361798825,33.4922767,3.4536413944045936,0.6338035896602782,0.0222627754772047,0.045574858620689704,1,3661,29,US-OK,0.0334922767,Manufacturing,Q1 micro
11441,0.2740296808174074,36.421023612068964,3.578258036784095,0.3787698273471691,-0.14928884749496074,0.018028344827586206,1,6211,58,US-NY,0.03642102361206896,FIRE,Q1 micro
11442,0.509111071440029,879.3697732222223,6.705806968547951,-0.7060231230956536,0.10518584924270512,0.011251694444444444,2,6020,180,US-WV,0.8793697732222223,FIRE,Q4
11456,0.05100392124981553,10.263013436666666,2.280462423869176,1.5631568503167215,-1.0608280402177,-0.02567589066666666,1,3572,30,US-AZ,0.010263013436666666,Manufacturing,Q1 micro
11478,0.5303752075238887,1866.2256340677966,7.4349370298151936,-0.32547317125968156,0.02132932191339286,0.04353747457627118,2,1311,59,US-TX,1.8662256340677965,Mining,Q4
11481,0.5016150979600856,999.2640430335196,6.7496707073361275,0.05147270140317223,0.17866359442501406,0.016025472905027933,2,7373,179,US-GA,0.9992640430335196,Services,Q4
11506,0.11082582481806795,28.628653680851063,3.259676917180468,0.8437852156752386,0.2957433242822829,0.031609843404255315,1,6030,47,US-PA,0.028628653680851063,FIRE,Q1 micro
